reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,2016 (USD Thousand),2017 (USD Thousand),2018 (USD Thousand),2019 (USD Thousand),2020 (USD Thousand),2021 (USD Thousand),2022 (USD Thousand),2023 (USD Thousand),2024 (USD Thousand),2025 (USD Thousand)
170,Colombia,251,Francia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",1495,1611,1980,2128,1759,1958,1632,1364,1627,1273
170,Colombia,643,"Rusia, Federación de",081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",273,212,763,594,613,820,444,410,366,609
170,Colombia,381,Italia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",459,432,813,1082,1137,1398,1456,576,847,576
170,Colombia,414,Kuwait,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",1,15,11,28,65,361,401,489,473,503
170,Colombia,757,Suiza,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",366,314,509,299,412,614,311,267,330,399
170,Colombia,620,Portugal,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",344,260,228,190,76,166,80,110,249,302
170,Colombia,591,Panamá,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",85,100,129,75,84,110,94,117,126,245
170,Colombia,531,Curaçao,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",89,43,93,144,163,298,305,289,124,193
170,Colombia,533,Aruba,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",81,79,155,144,196,162,165,170,178,174
170,Colombia,634,Qatar,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,8,42,225,153,130,131,137
170,Colombia,458,Malasia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",2,8,40,53,77,79,118,86,101,110
170,Colombia,682,Arabia Saudita,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",3,24,18,1,0,30,43,67,61,96
170,Colombia,344,"Hong Kong, China",081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",832,587,764,991,533,296,69,69,72,83
170,Colombia,417,Kirguistán,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,250,66
170,Colombia,702,Singapur,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",82,53,137,190,58,62,40,64,94,58
170,Colombia,484,México,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,19,32
170,Colombia,132,Cabo Verde,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,0,26
170,Colombia,320,Guatemala,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",39,37,19,5,12,3,38,1,14,19
170,Colombia,422,Líbano,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,4,25,36,18
170,Colombia,036,Australia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",2,11,11,0,0,0,0,0,0,7
170,Colombia,048,Bahrein,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",17,22,24,10,19,30,25,14,8,6
170,Colombia,372,Irlanda,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",31,2,0,5,0,42,0,0,0,4
170,Colombia,218,Ecuador,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",20,1097,0,0,0,0,0,0,0,1
170,Colombia,031,Azerbaiyán,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,2,0,0
170,Colombia,032,Argentina,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,43,0,0,0,0
170,Colombia,092,Islas Vírgenes Británicas,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,1,0,0,0,0
170,Colombia,112,Belarús,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,2,0,0,0,0,0
170,Colombia,116,Camboya,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,3,0,1,2,0
170,Colombia,152,Chile,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",2,1,3,2,0,3,0,2,0,0
170,Colombia,156,China,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",262,119,17,64,37,13,0,0,0,0
170,Colombia,188,Costa Rica,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",44,21,105,12,6,0,0,0,0,0
170,Colombia,191,Croacia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,0,0,0,3,0
170,Colombia,203,República Checa,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,1,5,14,8,5,0,0
170,Colombia,208,Dinamarca,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,3,0,0,0,0,143,32,0
170,Colombia,246,Finlandia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,0,0,0,0,1,0,116,102,0
170,Colombia,300,Grecia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",0,52,74,7,31,0,0,5,0,0
170,Colombia,360,Indonesia,081090,"Tamarindos frescos, los anacardos, la jaca, litchis, sapotillos, maracuyá, carambola, pitahaya y otros frutos comestibles (exc. frutos de cáscara, bananas, dátiles, higos, piñas, aguacates, guayabas, mangos y mangostanes, papayas ""papayas"", cítricos frutas, uvas, melones, manzanas, membrillos, peras, albaricoques, cerezas, melocotones, ciruelas, endrinas, fresas, frambuesas, moras, zarzamoras, moras-frambuesa, los arándanos, frutos del género Vaccinium, kiwi, durians, caqui, negro, blanco- y frambuesa y grosellas)",21,0,0,0,0,0,0,0,0,0
